FULL_FIPS,id,name,address,zip_code,city,state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code
14000US32003005346,395,Anthem,10345 South Eastern Ave.,89052,Henderson,NV,36.000758,-115.109342,1,rooftop,10345,S Eastern Ave,Henderson,NV,Clark County,89052,US,Henderson,2015,32,32003,3231900,005346,1004,1,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV-AZ",332
14000US32005002000,396,Carson City,"3790 US Highway 395 S, Suite 401",89705,Carson City,NV,39.112871,-119.776265,1,rooftop,3790,N Hwy 395,Carson City,NV,Douglas County,89705,US,Douglas,2015,32,32005,3209700,002000,1000,1,"Gardnerville Ranchos, NV",23820,micropolitan,"Reno-Carson City-Fernley, NV",456
14000US32003005103,397,Henderson,2716 North Green Valley Parkway,89014,Henderson,NV,36.069768,-115.081183,1,rooftop,2716,N Green Valley Pkwy,Henderson,NV,Clark County,89014,US,Henderson,2015,32,32003,3231900,005103,1000,1,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV-AZ",332
14000US32003001003,398,Las Vegas (Decatur Blvd.),"2101 S. Decatur Blvd., Suite 25",89102,Las Vegas,NV,36.148731,-115.209029,0.9,rooftop,2101,S Decatur Blvd,Las Vegas,NV,Clark County,89146,US,Las Vegas,2015,32,32003,3240000,001003,3008,3,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV-AZ",332
14000US32003003003,399,Las Vegas (Summerlin),"7575 West Washington, Suite 117",89128,Las Vegas,NV,36.180706,-115.258178,1,rooftop,7575,W Washington Ave,Las Vegas,NV,Clark County,89128,US,Las Vegas,2015,32,32003,3240000,003003,3007,3,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV-AZ",332
14000US32031002204,400,Reno,5035 S. McCarran Blvd.,89502,Reno,NV,39.478817,-119.783995,1,rooftop,5035,S McCarran Blvd,Reno,NV,Washoe County,89502,US,Washoe,2015,32,32031,3260600,002204,1012,1,"Reno, NV",39900,metropolitan,"Reno-Carson City-Fernley, NV",456
14000US33015107500,401,Newington (Portsmouth),45 Gosling Rd,3801,Newington,NH,43.092009,-70.799816,1,range_interpolation,45,Gosling Rd,Portsmouth,NH,Rockingham County,3801,US,TIGER/Line® dataset from the US Census Bureau,2015,33,33015,3362900,107500,1096,1,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US34031124402,402,Clifton*,259 Allwood Road,7012,Clifton,NJ,40.83511,-74.146891,1,range_interpolation,259,Allwood Rd,Clifton,NJ,Passaic County,7012,US,TIGER/Line® dataset from the US Census Bureau,2015,34,34031,3413690,124402,4000,4,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34003013001,403,Edgewater*,715 River Road,7020,Edgewater,NJ,40.820005,-73.97759,1,range_interpolation,715,River Rd,Edgewater,NJ,Bergen County,7020,US,TIGER/Line® dataset from the US Census Bureau,2015,34,34003,3420020,013001,2001,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34027042600,404,Florham Park*,176 Columbia Turnpike,7932,Florham Park,NJ,40.78948,-74.391058,1,rooftop,176,Columbia Tpke,Florham Park,NJ,Morris County,7932,US,Morris,2015,34,34027,3423910,042600,3010,3,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34005704004,405,Marlton*,300 P Route 73 South,8053,Marlton,NJ,39.896682,-74.930022,1,range_interpolation,300,State Route 73,Marlton,NJ,Burlington County,8053,US,TIGER/Line® dataset from the US Census Bureau,2015,34,34005,3444100,704004,1025,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428
14000US34013020200,406,Millburn*,187 Millburn Ave.,7041,Millburn,NJ,40.722612,-74.296028,1,rooftop,187,Millburn Ave,Millburn,NJ,Essex County,7041,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2015,34,34013,3446380,020200,2005,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34003042400,407,Paramus*,404 Rt. 17 North,7652,Paramus,NJ,40.948318,-74.071843,1,rooftop,404,State Highway 17,Paramus,NJ,Bergen County,7652,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2015,34,34003,3455950,042400,3006,3,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34025812300,408,Shrewsbury*,1031 Broad St.,7702,Shrewsbury,NJ,40.316581,-74.060876,1,rooftop,1031,Broad St,Shrewsbury,NJ,Monmouth County,7702,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2015,34,34025,3467350,812300,2010,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34031246003,409,Wayne*,1172 Hamburg Turnpike,7470,Wayne,NJ,40.960939,-74.243706,1,range_interpolation,1172,Hamburg Tpke,Wayne,NJ,Passaic County,7470,US,TIGER/Line® dataset from the US Census Bureau,2015,34,34031,3477840,246003,2020,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US34003059200,410,Westwood*,20 Irvington Street,7675,Westwood,NJ,40.99264,-74.035508,1,rooftop,20,Irvington St,Westwood,NJ,Bergen County,7675,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2015,34,34003,3480270,059200,1003,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US35001000122,411,Albuquerque (Uptown),2200 Uptown Loop NE,87110,Albuquerque,NM,35.102334,-106.565334,1,rooftop,2200,Uptown Loop NE,Albuquerque,NM,Bernalillo County,87110,US,Albuquerque,2015,35,35001,3502000,000122,4005,4,"Albuquerque, NM",10740,metropolitan,"Albuquerque-Santa Fe-Las Vegas, NM",106
14000US35049001001,412,Santa Fe,530 W. Cordova Road,87505,Santa Fe,NM,35.672954,-105.953143,1,rooftop,530,W Cordova Rd,Santa Fe,NM,Santa Fe County,87505,US,City of Santa Fe,2015,35,35049,3570500,001001,2005,2,"Santa Fe, NM",42140,metropolitan,"Albuquerque-Santa Fe-Las Vegas, NM",106
14000US36047004500,413,Brooklyn,130 Court St,11201,Brooklyn,NY,40.689506,-73.992622,1,rooftop,130,Court St,Brooklyn,NY,Kings County,11201,US,City of New York,2015,36,36047,3610022,004500,1000,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36001014001,414,Colonie (Albany),79 Wolf Road,12205,Colonie,NY,42.714256,-73.812184,1,rooftop,79,Wolf Rd,Albany,NY,Albany County,12205,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36001,3601000,014001,1000,1,"Albany-Schenectady-Troy, NY",10580,metropolitan,"Albany-Schenectady, NY",104
14000US36103111804,415,Commack,5010 Jericho Turnpike,11725,Commack,NY,40.84066,-73.313486,0.8,range_interpolation,5010,Jericho Tpke,Commack,NY,Suffolk County,11725,US,TIGER/Line® dataset from the US Census Bureau,2015,36,36103,3617530,111804,1013,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36119010803,417,Hartsdale,215 North Central Avenue,10530,Hartsdale,NY,41.026066,-73.793348,1,rooftop,215,N Central Ave,Hartsdale,NY,Westchester County,10530,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36119,3632523,010803,2002,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36059411700,418,Hewlett,1280 West Broadway,11557,Hewlett,NY,40.639132,-73.70169,1,rooftop,1280,W Broadway,Hewlett,NY,Nassau County,11557,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36059,3634286,411700,3000,3,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36103158107,419,Lake Grove,2085 Smith Haven Plaza,11755,Lake Grove,NY,40.863152,-73.128242,0.7,street_center,0,Smith Haven Mall,Lake Grove,NY,Suffolk County,11755,US,TIGER/Line® dataset from the US Census Bureau,2015,36,36103,3640530,158107,1023,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36119006900,420,Larchmont,1260 Boston Post Road,10538,Larchmont,NY,40.93762,-73.746221,1,range_interpolation,1260,Boston Post Rd,Larchmont,NY,Westchester County,10538,US,TIGER/Line® dataset from the US Census Bureau,2015,36,36119,3641333,006900,4005,4,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36059415102,421,Merrick,1714 Merrick Road,11566,Merrick,NY,40.653553,-73.558767,1,rooftop,1714,Merrick Rd,Merrick,NY,Nassau County,11566,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36059,3646668,415102,5022,5,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36061015900,422,New York (72nd & Broadway),2073 Broadway,10023,New York,NY,40.778538,-73.982272,1,rooftop,2073,Broadway,New York,NY,New York County,10023,US,City of New York,2015,36,36061,3651000,015900,6001,6,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36061008700,423,New York (Chelsea),675 6th Avenue,10010,New York,NY,40.741767,-73.993738,1,range_interpolation,675,6th Ave,New York,NY,New York County,10010,US,TIGER/Line® dataset from the US Census Bureau,2015,36,36061,3651000,008700,1000,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36061004200,424,New York (Union Square Grocery),142 E. 14th St.,10003,New York,NY,40.734089,-73.989574,1,range_interpolation,142,E 14th St,New York,NY,New York County,10003,US,TIGER/Line® dataset from the US Census Bureau,2015,36,36061,3651000,004200,1000,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36059413200,426,Oceanside,3418 Long Beach Rd.,11572,Oceanside,NY,40.626903,-73.641158,1,rooftop,3418,Long Beach Rd,Oceanside,NY,Nassau County,11572,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36059,3654441,413200,3015,3,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36059519601,427,Plainview,425 S. Oyster Bay Rd.,11803,Plainview,NY,40.781744,-73.501628,1,rooftop,425,S Oyster Bay Rd,Plainview,NY,Nassau County,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36059,3658442,519601,1011,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36081063700,428,Queens,90-30 Metropolitan Ave.,11374,Queens,NY,40.711199,-73.858129,0.9,rooftop,90-30,Metropolitan Ave,Ridgewood,NY,Queens County,11385,US,City of New York,2015,36,36081,3661786,063700,2003,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36055012301,429,Rochester,3349 Monroe Ave,14618,Rochester,NY,43.103241,-77.539388,1,rooftop,3349,Monroe Ave,Rochester,NY,Monroe County,14618,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36055,3663000,012301,1006,1,"Rochester, NY",40380,metropolitan,"Rochester-Batavia-Seneca Falls, NY",464
14000US36119005002,430,Scarsdale,727 White Plains Rd.,10583,Scarsdale,NY,40.972164,-73.804831,1,range_interpolation,727,White Plains Rd,Scarsdale,NY,Westchester County,10583,US,TIGER/Line® dataset from the US Census Bureau,2015,36,36119,3665431,005002,2027,2,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36085027706,431,Staten Island,2385 Richmond Ave,10314,Staten Island,NY,40.58984,-74.165989,1,rooftop,2385,Richmond Ave,Staten Island,NY,Richmond County,10314,US,City of New York,2015,36,36085,3670915,027706,3000,3,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US36067014600,432,Syracuse (DeWitt) –,3422 Erie Blvd E,13214,Syracuse,NY,43.04625,-76.070403,1,rooftop,3422,Erie Blvd E,Syracuse,NY,Onondaga County,13214,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36067,3673000,014600,2003,2,"Syracuse, NY",45060,metropolitan,"Syracuse-Auburn, NY",532
14000US36059407301,433,Westbury,900 Old Country Road,11530,Garden City,NY,40.744798,-73.603711,1,rooftop,900,Old Country Rd,Garden City,NY,Nassau County,11530,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2015,36,36059,3628178,407301,1009,1,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US37021000600,434,Asheville,120 Merrimon Ave,28801,Asheville,NC,35.603111,-82.553598,1,rooftop,120,Merrimon Ave,Asheville,NC,Buncombe County,28801,US,Buncombe,2015,37,37021,3702140,000600,2022,2,"Asheville, NC",11700,metropolitan,"Asheville-Brevard, NC",120
14000US37183053506,435,Cary,1393 Kildaire Farms Rd.,27511,Cary,NC,35.760212,-78.782003,1,rooftop,1393,Kildaire Farm Rd,Cary,NC,Wake County,27511,US,Cary,2015,37,37183,3710740,053506,3018,3,"Raleigh, NC",39580,metropolitan,"Raleigh-Durham-Chapel Hill, NC",450
14000US37135012100,436,Chapel Hill,1800 E. Franklin St.,27514,Chapel Hill,NC,35.936028,-79.026313,1,rooftop,1800,E Franklin St,Chapel Hill,NC,Orange County,27514,US,Orange,2015,37,37135,3711800,012100,3005,3,"Durham-Chapel Hill, NC",20500,metropolitan,"Raleigh-Durham-Chapel Hill, NC",450
14000US37119000300,437,Charlotte (Midtown),"1133 Metropolitan Ave., Ste. 100",28204,Charlotte,NC,35.211634,-80.835582,1,rooftop,1133,Metropolitan Ave,Charlotte,NC,Mecklenburg County,28204,US,Mecklenburg,2015,37,37119,3712000,000300,1014,1,"Charlotte-Concord-Gastonia, NC-SC",16740,metropolitan,"Charlotte-Concord, NC-SC",172
14000US37119005520,438,Charlotte (North),1820 East Arbors Dr.,28262,Charlotte,NC,35.336889,-80.754795,1,rooftop,1820,E Arbors Dr,Charlotte,NC,Mecklenburg County,28262,US,Mecklenburg,2015,37,37119,3712000,005520,1027,1,"Charlotte-Concord-Gastonia, NC-SC",16740,metropolitan,"Charlotte-Concord, NC-SC",172
14000US37119005815,439,Charlotte (South),6418 Rea Rd.,28277,Charlotte,NC,35.078711,-80.818066,1,rooftop,6418,Rea Rd,Charlotte,NC,Mecklenburg County,28277,US,Mecklenburg,2015,37,37119,3712000,005815,1019,1,"Charlotte-Concord-Gastonia, NC-SC",16740,metropolitan,"Charlotte-Concord, NC-SC",172
14000US37183052701,440,Raleigh,3000 Wake Forest Rd.,27609,Raleigh,NC,35.823343,-78.62039,1,rooftop,3000,Wake Forest Rd,Raleigh,NC,Wake County,27609,US,Wake,2015,37,37183,3755000,052701,3016,3,"Raleigh, NC",39580,metropolitan,"Raleigh-Durham-Chapel Hill, NC",450
14000US37129011902,441,Wilmington,1437 S College Road,28403,Wilmington,NC,34.210771,-77.885721,1,rooftop,1437,S College Rd,Wilmington,NC,New Hanover County,28403,US,New Hanover,2015,37,37129,3774440,011902,1040,1,"Wilmington, NC",48900,metropolitan,0,0
14000US37067002200,442,Winston-Salem,252 South Stratford Road,27103,Winston Salem,NC,36.092081,-80.280989,1,range_interpolation,252,S Stratford Rd,Winston-Salem,NC,Forsyth County,27103,US,TIGER/Line® dataset from the US Census Bureau,2015,37,37067,3775000,002200,2007,2,"Winston-Salem, NC",49180,metropolitan,"Greensboro--Winston-Salem--High Point, NC",268
14000US39049010100,443,Columbus,3888 Townsfair Way,43219,Columbus,OH,40.0492,-82.917875,1,rooftop,3888,Townsfair Way,Columbus,OH,Franklin County,43219,US,Franklin,2015,39,39049,3918000,010100,1034,1,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198
14000US39049006371,444,Dublin,6355 Sawmill Road,43017,Dublin,OH,40.096483,-83.092898,1,rooftop,6355,Sawmill Rd,Dublin,OH,Franklin County,43017,US,Franklin,2015,39,39049,3922694,006371,4010,4,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198
14000US39113020500,445,Kettering,328 East Stroop Road,45429,Kettering,OH,39.688427,-84.164966,1,rooftop,328,E Stroop Rd,Dayton,OH,Montgomery County,45429,US,Montgomery,2015,39,39113,3921000,020500,1004,1,"Dayton, OH",19380,metropolitan,"Dayton-Springfield-Sidney, OH",212
14000US39035189111,446,Westlake,175 Market Street,44145,Westlake,OH,41.457251,-81.95106,1,rooftop,175,Market St,Westlake,OH,Cuyahoga County,44145,US,Cuyahoga,2015,39,39035,3983622,189111,2000,2,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184
14000US41067031300,447,Beaverton,11753 SW Beaverton Hillsdale Hwy.,97005,Beaverton,OR,45.48792,-122.798222,1,rooftop,11753,SW Beaverton Hillsdale Hwy,Beaverton,OR,Washington County,97005,US,Washington,2015,41,41067,4105350,031300,2035,2,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41017001100,448,Bend,"63455 North Highway 97, Ste. 4",97701,Bend,OR,44.101307,-121.302291,1,rooftop,63455,N Hwy 97,Bend,OR,Deschutes County,97701,US,Deschutes,2015,41,41017,4105800,001100,2083,2,"Bend-Redmond, OR",13460,metropolitan,"Bend-Redmond-Prineville, OR",140
14000US41003001001,449,Corvallis,1550 NW 9th Street,97330,Corvallis,OR,44.582276,-123.260522,1,rooftop,1550,NW 9th St,Corvallis,OR,Benton County,97330,US,City of Corvallis,2015,41,41003,4115800,001001,2008,2,"Corvallis, OR",18700,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41039003000,450,Eugene,85 Oakway Center,97401,Eugene,OR,44.06627,-123.07532,1,rooftop,85,Oakway Ctr,Eugene,OR,Lane County,97401,US,Lane,2015,41,41039,4123850,003000,3014,3,"Eugene, OR",21660,metropolitan,0,0
14000US41067031616,451,Hillsboro,2285 NW 185th Ave.,97124,Hillsboro,OR,45.537241,-122.867647,1,range_interpolation,2285,NW 185th Ave,Hillsboro,OR,Washington County,97124,US,TIGER/Line® dataset from the US Census Bureau,2015,41,41067,4134100,031616,2000,2,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41005020302,452,Lake Oswego,15391 SW Bangy Rd.,97035,Lake Oswego,OR,45.413641,-122.743269,1,rooftop,15391,SW Bangy Rd,Lake Oswego,OR,Clackamas County,97035,US,Clackamas,2015,41,41005,4140550,020302,2002,2,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41029000300,453,Medford,55 Rossanley Drive,97501,Medford,OR,42.343556,-122.881552,1,rooftop,55,Rossanley Dr,Medford,OR,Jackson County,97501,US,Jackson,2015,41,41029,4147000,000300,2040,2,"Medford, OR",32780,metropolitan,"Medford-Grants Pass, OR",366
14000US41051000301,454,Portland (SE),4715 SE Cesar Chavez Blvd,97202,Portland,OR,45.488694,-122.623394,1,rooftop,4715,SE Cesar E Chavez Blvd,Portland,OR,Multnomah County,97202,US,Portland,2015,41,41051,4159000,000301,1002,1,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41051004800,455,Portland (NW),2122 NW Glisan,97210,Portland,OR,45.526027,-122.695408,1,rooftop,2122,NW Glisan St,Portland,OR,Multnomah County,97210,US,Portland,2015,41,41051,4159000,004800,3002,3,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41051002702,456,Portland (Hollywood),4121 NE Halsey St.,97232,Portland,OR,45.534403,-122.620805,1,rooftop,4121,NE Halsey St,Portland,OR,Multnomah County,97232,US,Portland,2015,41,41051,4159000,002702,2007,2,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US41047002000,457,Salem,"4450 Commercial St., Suite 100",97302,Salem,OR,44.889648,-123.032538,1,rooftop,4450,Commercial St SE,Salem,OR,Marion County,97302,US,City of Salem,2015,41,41047,4164900,002000,1022,1,"Salem, OR",41420,metropolitan,"Portland-Vancouver-Salem, OR-WA",440
14000US42091202100,458,Jenkintown*,933 Old York Road,19046,Jenkintown,PA,40.098941,-75.125834,0.7,street_center,0,State Rte 611,Jenkintown,PA,Montgomery County,19046,US,TIGER/Line® dataset from the US Census Bureau,2015,42,42091,4238000,202100,1004,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428
14000US42045407502,459,Media*,12 East State Street,19063,Media,PA,39.917693,-75.388917,1,range_interpolation,12,E State St,Media,PA,Delaware County,19063,US,TIGER/Line® dataset from the US Census Bureau,2015,42,42045,4248480,407502,3038,3,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428
14000US42101000401,460,Philadelphia*,2121 Market Street,19103,Philadelphia,PA,39.95399,-75.175306,1,range_interpolation,2121,Market St,Philadelphia,PA,Philadelphia County,19103,US,TIGER/Line® dataset from the US Census Bureau,2015,42,42101,4260000,000401,1018,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428
14000US42003111500,461,Pittsburgh*,6343 Penn Ave.,15206,Pittsburgh,PA,40.459201,-79.919238,1,rooftop,6343,Penn Ave,Pittsburgh,PA,Allegheny County,15206,US,Allegheny,2015,42,42003,4261000,111500,4015,4,"Pittsburgh, PA",38300,metropolitan,"Pittsburgh-New Castle-Weirton, PA-OH-WV",430
14000US42003474101,462,Pittsburgh*,1630 Washington Road,15241,Pittsburgh,PA,40.351315,-80.05175,1,rooftop,1630,Washington Rd,Pittsburgh,PA,Allegheny County,15241,US,Allegheny,2015,42,42003,4261000,474101,1038,1,"Pittsburgh, PA",38300,metropolitan,"Pittsburgh-New Castle-Weirton, PA-OH-WV",430
14000US42003413500,463,Pittsburgh (North Hills)* -,9020 Covenant Ave,15237,Pittsburgh,PA,40.570472,-80.022153,0.8,rooftop,9020,Covenant Ave,Allison Park,PA,Allegheny County,15101,US,Allegheny,2015,42,42003,4202056,413500,2033,2,"Pittsburgh, PA",38300,metropolitan,"Pittsburgh-New Castle-Weirton, PA-OH-WV",430
14000US42029300101,464,Wayne*,171 East Swedesford Rd.,19087,Wayne,PA,40.072114,-75.431093,1,range_interpolation,171,E Swedesford Rd,Wayne,PA,Chester County,19087,US,TIGER/Line® dataset from the US Census Bureau,2015,42,42029,4281752,300101,2050,2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428
14000US48439113907,465,Southlake -,1492 E Southlake Blvd,76092,Southlake,TX,32.94178,-97.12971,1,rooftop,1492,E Southlake Blvd,Southlake,TX,Tarrant County,76092,US,Tarrant County,2015,48,48439,4869032,113907,1044,1,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206
14000US49035111202,466,Cottonwood Heights -,6989 S 1300 E,84047,Cottonwood Heights,UT,40.623588,-111.85412,1,rooftop,6989,S 1300 E,Midvale,UT,Salt Lake County,84047,US,Utah AGRC (and individual UT counties),2015,49,49035,4949710,111202,1008,1,"Salt Lake City, UT",41620,metropolitan,"Salt Lake City-Provo-Orem, UT",482
14000US50007003600,467,South Burlington,200 Dorset St,5403,South Burlington,VT,44.463769,-73.180406,1,rooftop,200,Dorset St,South Burlington,VT,Chittenden County,5403,US,"VT Enhanced 911 Board, VCGI",2015,50,50007,5066175,003600,2029,2,"Burlington-South Burlington, VT",15540,metropolitan,0,0
14000US51510201801,468,Alexandria,612 N. Saint Asaph Street,22314,Alexandria,VA,38.811124,-77.044961,1,rooftop,612,N Saint Asaph St,Alexandria,VA,Alexandria city,22314,US,City of Alexandria,2015,51,51510,5101000,201801,4023,4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US51059451601,469,Bailey’s Crossroads,5847 Leesburg Pike,22041,Bailey’s Crossroads,VA,38.850942,-77.132571,1,rooftop,5847,Leesburg Pike,Falls Church,VA,Fairfax County,22041,US,Fairfax,2015,51,51059,5127200,451601,1002,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US45079011202,470,Columbia,4516 Forest Drive,29206,Columbia,SC,34.020817,-80.973005,0.8,range_interpolation,4516,Forest Dr,Columbia,SC,Richland County,29206,US,TIGER/Line® dataset from the US Census Bureau,2015,45,45079,4516000,011202,1034,1,"Columbia, SC",17900,metropolitan,"Columbia-Orangeburg-Newberry, SC",192
14000US45045001900,471,Greenville,59 Woodruff Industrial Lane,29607,Greenville,SC,34.828807,-82.306104,1,rooftop,59,Woodruff Industrial Ln,Greenville,SC,Greenville County,29607,US,Greenville,2015,45,45045,4530850,001900,3001,3,"Greenville-Anderson-Mauldin, SC",24860,metropolitan,"Greenville-Spartanburg-Anderson, SC",273
14000US45019004607,472,Mt. Pleasant,401 Johnnie Dodds Blvd.,29464,Mt. Pleasant,SC,32.80518,-79.887906,1,range_interpolation,401,Johnnie Dodds Blvd,Mount Pleasant,SC,Charleston County,29464,US,TIGER/Line® dataset from the US Census Bureau,2015,45,45019,4548535,004607,2011,2,"Charleston-North Charleston, SC",16700,metropolitan,0,0
14000US47037017901,473,Nashville,3909 Hillsboro Pike,37215,Nashville,TN,36.105877,-86.81406,0.7,range_interpolation,3909,State Hwy 106,Nashville,TN,Davidson County,37215,US,TIGER/Line® dataset from the US Census Bureau,2015,47,47037,4752000,017901,2000,2,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,metropolitan,"Nashville-Davidson--Murfreesboro, TN",400
14000US47093004403,474,Knoxville,8001 Kingston Pike,37919,Knoxville,TN,35.925302,-84.0458,1,range_interpolation,8001,Kingston Pike,Knoxville,TN,Knox County,37919,US,TIGER/Line® dataset from the US Census Bureau,2015,47,47093,4740000,004403,1010,1,"Knoxville, TN",28940,metropolitan,"Knoxville-Morristown-Sevierville, TN",314
